Plano manut.,CenTrab respon.,Texto item man.,Loc.instalação,Data planejada,Dta.iníc.progr.,Data encermto.,Última ordem,Ordem,Tipo de ordem
TGVDDTCH098A,TLEGVPM,Teste operativo (GVD) CH-9MT4,MT-S-43604-FT03-CH-9MT4,30/6/2026,30/6/2026,,,,TDET
TGVDDTCH013B,TLEGVPM,Teste operativo (GVD) CH-11KT3,MT-S-43604-FT03-CH-11KT3,30/6/2026,30/6/2026,,,,TDET
TGVDDTCH014B,TLEGVPM,Teste operativo (GVD) CH-11KT4,MT-S-43604-FT03-CH-11KT4,30/6/2026,30/6/2026,,,,TDET
TTQLDTDJ002A,TCNTQPM,Teste operativo (TQL) DJ-4K4,MT-S-41202-DL04-DJ-4K4,30/6/2026,30/6/2026,,2200262171,,TDET
TUBGDTDJ003A,TLEGVPM,Teste operativo (UBG) DJ-8M4,MT-S-72183-FM08-DJ-8M4,1/7/2026,1/7/2026,,2200262289,,TDET
TTQLDTDJ001A,TCNTQPM,Teste operativo (TQL) DJ-2K4,MT-S-41202-DL02-DJ-2K4,1/7/2026,1/7/2026,,2200262264,,TDET
TRBSDTCH089A,TCNRBPM,Teste operativo (RBS) CH-2P5,MT-S-41203-FM02-CH-2P5,3/7/2026,3/7/2026,,2200158093,,TDET
TRBSDTCH088A,TCNRBPM,Teste operativo (RBS) CH-2P3,MT-S-41203-FM02-CH-2P3,3/7/2026,3/7/2026,,2200158427,,TDET
TCSNDTCH003A,TLEGVPM,Teste operativo (CSN) CH-9J6,MT-S-74102-DL09-CH-9J6,4/7/2026,4/7/2026,,3200013705,,TPSV
TCSNDTDJ002A,TLEGVPM,Teste operativo (CSN) DJ-10J4,,4/7/2026,4/7/2026,,2200182752,,TDET
TBCADTCH018A,TSEBAPM,Teste operativo (BCA) CH-11K6,MT-S-41205-DL11-CH-11K6,5/7/2026,5/7/2026,,2200155310,,TDET
TORPDTCH007A,TSEOPPM,Teste operativo (ORP) CH-6K5_5T,MT-S-42507-DL06-CH-6K5_5T,5/7/2026,5/7/2026,,2200162324,,TDET
TPMNDTCH039A,TCNPMPM,Teste operativo (PMN) CH-10P1,MT-S-41201-FL10-CH-10P1,6/7/2026,6/7/2026,,2200168998,,TDET
TPMNDTCH040A,TCNPMPM,Teste operativo (PMN) CH-10P2,MT-S-41201-FL10-CH-10P2,6/7/2026,6/7/2026,,2200168999,,TDET
TPMNDTCH041A,TCNPMPM,Teste operativo (PMN) CH-10P5_5T,MT-S-41201-FL10-CH-10P5_5T,6/7/2026,6/7/2026,,2200169000,,TDET
TPMNDTCH042A,TCNPMPM,Teste operativo (PMN) CH-10P6,MT-S-41201-FL10-CH-10P6,6/7/2026,6/7/2026,,2200169041,,TDET
TBRRDTDJ036A,TCNBRPM,Teste operativo (BRR) DJ-7K4,MT-S-41206-DT03-DJ-7K4,6/7/2026,6/7/2026,,2200262817,,TDET
TBRRDTDJ020A,TCNBRPM,Teste operativo (BRR) DJ-16F4,MT-S-41206-FS01-DJ-16F4,6/7/2026,6/7/2026,,2200262815,,TDET
TSBADTDJ003A,TCNTQPM,Teste operativo (SBA) DJ-2M4,MT-S-40163-FM02-DJ-2M4,6/7/2026,6/7/2026,,2200262885,,TDET
TSBADTDJ002A,TCNTQPM,Teste operativo (SBA) DJ-4M4,MT-S-40163-FL04-DJ-4M4,6/7/2026,6/7/2026,,2200262884,,TDET
TSBADTDJ001A,TCNTQPM,Teste operativo (SBA) DJ-3M4,MT-S-40163-FL03-DJ-3M4,6/7/2026,6/7/2026,,2200262883,,TDET
TBRRDTDJ018A,TCNBRPM,Teste operativo (BRR) DJ-11F4,MT-S-41206-FR01-DJ-11F4,6/7/2026,6/7/2026,,2200262813,,TDET
TBRRDTDJ029A,TCNBRPM,Teste operativo (BRR) DJ-13F4,MT-S-41206-FR02-DJ-13F4,6/7/2026,6/7/2026,,2200262816,,TDET
TBRRDTDJ019A,TCNBRPM,Teste operativo (BRR) DJ-15F4,MT-S-41206-FS01-DJ-15F4,6/7/2026,6/7/2026,,2200262814,,TDET
TUTMDTDJ013A,TNTTMPM,Teste operativo (UTM) DJ-7P4,MT-S-41211-FM07-DJ-7P4,7/7/2026,7/7/2026,,2200263030,,TDET
TBRRDTDJ001A,TCNBRPM,Teste operativo (BRR) DJ-11K4,MT-S-41206-DC02-DJ-11K4,8/7/2026,8/7/2026,,2200262957,,TDET
TRBSDTCH034A,TCNRBPM,Teste operativo (RBS) CH-17K5_5T,MT-S-41203-DL17-CH-17K5_5T,10/7/2026,10/7/2026,,2200167275,,TDET
TUTMDTDJ014A,TNTTMPM,Teste operativo (UTM) DJ-3P4,MT-S-41211-DG01-DJ-3P4,10/7/2026,10/7/2026,,2200263460,,TDET
TBRRDTDJ011A,TCNBRPM,Teste operativo (BRR) DJ-23K4,MT-S-41206-DL23-DJ-23K4,10/7/2026,10/7/2026,,2200263266,,TDET
TPMNDTDJ017A,TCNPMPM,Teste operativo (PMN) DJ-9K4,MT-S-41201-FT05-DJ-9K4,13/7/2026,13/7/2026,,2200263713,,TDET
TPMNDTDJ016A,TCNPMPM,Teste operativo (PMN) DJ-14P4,MT-S-41201-FT05-DJ-14P4,13/7/2026,13/7/2026,,2200263712,,TDET
TCSNDTCH019A,TLEGVPM,Teste operativo (CSN) CH-2J3,MT-S-74102-FT05-CH-2J3,14/7/2026,14/7/2026,,2200164582,,TDET
TUTMDTDJ024A,TNTTMPM,Teste operativo (UTM) DJ-10P4,MT-S-41211-FT15-DJ-10P4,14/7/2026,14/7/2026,,2200263887,,TDET
TPMNDTDJ018A,TCNPMPM,Teste operativo (PMN) DJ-7P4,MT-S-41201-FM07-DJ-7P4,15/7/2026,15/7/2026,,2200263912,,TDET
TUPEDTDJ002A,TLEMQPM,Teste operativo (UPE) DJ-3M4,MT-S-40136-FL03-DJ-3M4,15/7/2026,15/7/2026,,2200263942,,TDET
TVZPDTRL004A,TNTVPPM,Teste operativo (VZP) RL-8F4,MT-S-72110-DD08-RL-8F4,15/7/2026,15/7/2026,,2200263944,,TDET
TVZPDTCH001A,TNTVPPM,Teste operativo (VZP) CH-70K4,MT-S-72110-DC01-CH-70K4,16/7/2026,16/7/2026,,2200239353,,TDET
TORPDTDJ020A,TSEOPPM,Teste operativo (ORP) DJ-5U4,MT-S-42507-FT03-DJ-5U4,16/7/2026,16/7/2026,,2200264039,,TDET
TUTMDTDJ026A,TNTTMPM,Teste operativo (UTM) DJ-26F4,MT-S-41211-INCA-DJ-26F4,17/7/2026,17/7/2026,,2200264153,,TDET
TSGPDTCH037A,TCNSGPM,Teste operativo (SGP) CH-7K2,MT-S-41107-DM07-CH-7K2,18/7/2026,18/7/2026,,2200158912,,TDET
TGVSDTDJ005A,TLEGVPM,Teste operativo (GVS) DJ-11F4,,18/7/2026,18/7/2026,,2200188256,,TDET
TUTMDTDJ015A,TNTTMPM,Teste operativo (UTM) DJ-4P4,MT-S-41211-DG02-DJ-4P4,18/7/2026,18/7/2026,,2200264181,,TDET
TPMNDTDJ021A,TCNPMPM,Teste operativo (PMN) DJ-4P4,MT-S-41201-FL04-DJ-4P4,18/7/2026,18/7/2026,,2200264050,,TDET
TBRRDTDJ009A,TCNBRPM,Teste operativo (BRR) DJ-21K4,MT-S-41206-DL21-DJ-21K4,18/7/2026,18/7/2026,,2200264048,,TDET
TUTMDTDJ027A,TNTTMPM,Teste operativo (UTM) DJ-27F4,MT-S-41211-DT14-DJ-27F4,18/7/2026,18/7/2026,,2200264182,,TDET
TMCLDTCH001A,TNTMCPM,Teste operativo (MCL) CH-40K4,MT-S-41209-DC05-CH-40K4,19/7/2026,19/7/2026,,2200240292,,TDET
TTQLDTDJ026A,TCNTQPM,Teste operativo (TQL) DJ-8P4,MT-S-41202-FT02-DJ-8P4,19/7/2026,19/7/2026,,2200264241,,TDET
TTQLDTDJ025A,TCNTQPM,Teste operativo (TQL) DJ-3M4,MT-S-41202-FT02-DJ-3M4,19/7/2026,19/7/2026,,2200264240,,TDET
TIJADTDJ006A,TSEIJPM,Teste operativo (IJA) DJ-8K4,MT-S-40313-DL08-DJ-8K4,20/7/2026,20/7/2026,,2200264314,,TDET
TUJGDTDJ027A,TTAJGPM,Teste operativo (UJG) DJ-9US4,MT-S-41101-FR09-DJ-9US4,21/7/2026,21/7/2026,,2200264411,,TDET
TUTMDTDJ010A,TNTTMPM,Teste operativo (UTM) DJ-12P4,MT-S-41211-FL12-DJ-12P4,22/7/2026,22/7/2026,,2200264469,,TDET
TIBADTRL008A,TLEIBPM,Teste operativo (IBA) RL-216F4,MT-S-42503-DL16-RL-216F4,22/7/2026,22/7/2026,,2200264421,,TDET
TPMNDTCH057A,TCNPMPM,Teste operativo (PMN) CH-14P1,MT-S-41201-FT05-CH-14P1,23/7/2026,23/7/2026,,2200168861,,TDET
TPMNDTCH058A,TCNPMPM,Teste operativo (PMN) CH-14P2,MT-S-41201-FT05-CH-14P2,23/7/2026,23/7/2026,,2200168862,,TDET
TPMNDTCH059A,TCNPMPM,Teste operativo (PMN) CH-14P5,MT-S-41201-FT05-CH-14P5,23/7/2026,23/7/2026,,2200168863,,TDET
TPMNDTCH060A,TCNPMPM,Teste operativo (PMN) CH-14P6,MT-S-41201-FT05-CH-14P6,23/7/2026,23/7/2026,,2200168864,,TDET
TPMNDTCH061A,TCNPMPM,Teste operativo (PMN) CH-9K1,MT-S-41201-FT05-CH-9K1,23/7/2026,23/7/2026,,2200168865,,TDET
TPMNDTCH062A,TCNPMPM,Teste operativo (PMN) CH-9K2,MT-S-41201-FT05-CH-9K2,23/7/2026,23/7/2026,,2200168866,,TDET
TPMNDTCH063A,TCNPMPM,Teste operativo (PMN) CH-9K5,MT-S-41201-FT05-CH-9K5,23/7/2026,23/7/2026,,2200168867,,TDET
TPMNDTCH064A,TCNPMPM,Teste operativo (PMN) CH-9K6,MT-S-41201-FT05-CH-9K6,23/7/2026,23/7/2026,,2200168868,,TDET
TUEMDTCH057A,TTAEMPM,Teste operativo (UEM) CH-4U8_8T,MT-S-41103-DG01-CH-4U8_8T,23/7/2026,23/7/2026,,,,TDET
TPMNDTCH087A,TCNPMPM,Teste operativo (PMN) CH-9KT5,MT-S-41201-FT05-CH-9KT5,23/7/2026,23/7/2026,,,,TDET
TTQLDTDJ018A,TCNTQPM,Teste operativo (TQL) DJ-6M4,MT-S-41202-FL06-DJ-6M4,23/7/2026,23/7/2026,,2200264483,,TDET
TUTMDTDJ017A,TNTTMPM,Teste operativo (UTM) DJ-8P4,MT-S-41211-DG05-DJ-8P4,23/7/2026,23/7/2026,,2200264619,,TDET
TORPDTDJ022A,TSEOPPM,Teste operativo (ORP) DJ-13K4,MT-S-42507-FT04-DJ-13K4,23/7/2026,23/7/2026,,2200264578,,TDET
TIBADTDJ005A,TLEIBPM,Teste operativo (IBA) DJ-207F4,MT-S-42503-FT01-DJ-207F4,23/7/2026,23/7/2026,,2200264555,,TDET
TORPDTCH075A,TSEOPPM,Teste operativo (ORP) CH-7FC1,MT-S-42507-FE01-CH-7FC1,26/7/2026,26/7/2026,,2200161541,,TDET
TORPDTCH076A,TSEOPPM,Teste operativo (ORP) CH-8FC2,MT-S-42507-FE01-CH-8FC2,26/7/2026,26/7/2026,,2200161542,,TDET
TORPDTCH077A,TSEOPPM,Teste operativo (ORP) CH-9FC3,MT-S-42507-FE01-CH-9FC3,26/7/2026,26/7/2026,,2200161543,,TDET
TUTMDTDJ022A,TNTTMPM,Teste operativo (UTM) DJ-7K4,MT-S-41211-FT12-DJ-7K4,26/7/2026,26/7/2026,,2200264797,,TDET
TUTMDTDJ023A,TNTTMPM,Teste operativo (UTM) DJ-5K4,MT-S-41211-FT12-DJ-5K4,26/7/2026,26/7/2026,,2200264798,,TDET
TRBSDTDJ069A,TCNRBPM,Teste operativo (RBS) DJ-17F4,MT-S-41203-FS02-DJ-17F4,26/7/2026,26/7/2026,,2200264786,,TDET
TRBSDTDJ070A,TCNRBPM,Teste operativo (RBS) DJ-18F4,MT-S-41203-FS02-DJ-18F4,26/7/2026,26/7/2026,,2200264787,,TDET
TIIGDTCH046A,TLEIPPM,Teste operativo (IIG) CH-8M5,MT-S-41401-FT04-CH-8M5,27/7/2026,27/7/2026,,2200149045,,TDET
TBCADTDJ006A,TSEBAPM,Teste operativo (BCA) DJ-11K4,MT-S-41205-DL11-DJ-11K4,28/7/2026,28/7/2026,,2200264732,,TDET
TUSSDTDJ003A,TTASSPM,Teste operativo (USS) DJ-6U4,MT-S-41150-FL06-DJ-6U4,28/7/2026,28/7/2026,,2200264925,,TDET
TVPNDTDJ010A,TCNVEPM,Teste operativo (VPN) DJ-9U4,MT-S-41104-FM09-DJ-9U4,28/7/2026,28/7/2026,,2200264926,,TDET
TBCADTRL001A,TSEBAPM,Teste operativo (BCA) RL-206F4,MT-S-41205-DD06-RL-206F4,28/7/2026,28/7/2026,,2200264733,,TDET
TIIGDTCH154A,TLEIPPM,Teste operativo (IIG) CH-8M2,MT-S-41401-FT04-CH-8M2,30/7/2026,30/7/2026,,,,TDET
TIIGDTCH153A,TLEIPPM,Teste operativo (IIG) CH-8M6,MT-S-41401-FT04-CH-8M6,30/7/2026,30/7/2026,,,,TDET
TCSNDTRL007A,TLEGVPM,Teste operativo (CSN) RL-8F4,MT-S-74102-DD08-RL-8F4,30/7/2026,30/7/2026,,2200264953,,TDET
TUBGDTDJ004A,TLEGVPM,Teste operativo (UBG) DJ-52TSA1,MT-S-72183-INCA-DJ-52TSA1,31/7/2026,31/7/2026,,2200261493,,TDET
TNERDTCH002A,TLEIBPM,Teste operativo (NER) CH-2M8,MT-S-42518-FL02-CH-2M8,2/8/2026,2/8/2026,,2200165054,,TDET
TIBQDTCH007A,TLEIBPM,Teste operativo (IBQ) CH-3M5_5T,MT-S-70177-FL03-CH-3M5_5T,2/8/2026,2/8/2026,,2200166189,,TDET
TRBSDTDJ019A,TCNRBPM,Teste operativo (RBS) DJ-70P4,MT-S-41203-FC08-DJ-70P4,2/8/2026,2/8/2026,,2200265127,,TDET
TIUGDTDJ000A,TSEBAPM,Teste operativo (IUG) DJ-8K4,MT-S-41207-DM08-DJ-8K4,3/8/2026,3/8/2026,,2200265252,,TDET
TBRRDTDJ006A,TCNBRPM,Teste operativo (BRR) DJ-10K4,MT-S-41206-DL10-DJ-10K4,4/8/2026,4/8/2026,,2200265335,,TDET
TBRRDTDJ005A,TCNBRPM,Teste operativo (BRR) DJ-9K4,MT-S-41206-DL09-DJ-9K4,4/8/2026,4/8/2026,,2200265334,,TDET
TJFADTDJ021A,TSEJFPM,Teste operativo (JFA) DJ-20K4,MT-S-71113-DM20-DJ-20K4,4/8/2026,4/8/2026,,2200265469,,TDET
TCNLDTDJ018A,TSECNPM,Teste operativo (CNL) DJ-3K4,MT-S-42605-FT03-DJ-3K4,6/8/2026,6/8/2026,,2200265632,,TDET
TPMNDTCH022A,TCNPMPM,Teste operativo (PMN) CH-4P6,MT-S-41201-FL04-CH-4P6,7/8/2026,7/8/2026,,2200163185,,TDET
TJFADTCH032A,TSEJFPM,Teste operativo (JFA) CH-1K0,,8/8/2026,8/8/2026,,2200159461,,TDET
TJFADTCH039A,TSEJFPM,Teste operativo (JFA) CH-3KT2,MT-S-71113-DT02-CH-3KT2,8/8/2026,8/8/2026,,2200155484,,TDET
TUVGDTDJ002A,TTANPPM,Teste operativo (UVG) DJ-2P4,MT-S-40005-DG02-DJ-2P4,8/8/2026,8/8/2026,,2200265831,,TDET
TTQLDTDJ038A,TCNTQPM,Teste operativo (TQL) DJ-70K4,MT-S-41202-DC10-DJ-70K4,9/8/2026,9/8/2026,,2200265852,,TDET
TUTMDTDJ025A,TNTTMPM,Teste operativo (UTM) DJ-6P4,MT-S-41211-FT15-DJ-6P4,10/8/2026,10/8/2026,,2200265947,,TDET
TVPNDTDJ018A,TCNVEPM,Teste operativo (VPN) DJ-8K4,MT-S-41104-DL08-DJ-8K4,11/8/2026,11/8/2026,,3200021710,,TPSV
TIBADTDJ007A,TLEIBPM,Teste operativo (IBA) DJ-2M4,MT-S-42503-FL02-DJ-2M4,11/8/2026,11/8/2026,,2200265969,,TDET
TORPDTDJ002A,TSEOPPM,Teste operativo (ORP) DJ-6K4,MT-S-42507-DL06-DJ-6K4,11/8/2026,11/8/2026,,2200265986,,TDET
TRBSDTDJ000A,TCNRBPM,Teste operativo (RBS) DJ-12U4,MT-S-41203-FR04-DJ-12U4,12/8/2026,12/8/2026,,2200265952,,TDET
TGVDDTCH007B,TLEGVPM,Teste operativo (GVD) CH-2M0,MT-S-43604-FMM1-CH-2M0,13/8/2026,13/8/2026,,,,TDET
TBDPDTDJ004A,TTABDPM,Teste operativo (BDP) DJ-8U4,MT-S-70113-FL08-DJ-8U4,14/8/2026,14/8/2026,,2200266071,,TDET
TRBSDTDJ060A,TCNRBPM,Teste operativo (RBS) DJ-20K4,MT-S-41203-FT05-DJ-20K4,17/8/2026,17/8/2026,,2200234654,,TDET
TUEMDTDJ008A,TTAEMPM,Teste operativo (UEM) DJ-14K4,MT-S-41103-DL14-DJ-14K4,18/8/2026,18/8/2026,,3200020658,,TPSV
TUEMDTDJ019A,TTAEMPM,Teste operativo (UEM) DJ-11U4,MT-S-41103-FM11-DJ-11U4,19/8/2026,19/8/2026,,2200241253,,TDET
TTQLDTDJ029A,TCNTQPM,Teste operativo (TQL) DJ-1P4,MT-S-41202-FT04-DJ-1P4,19/8/2026,19/8/2026,,2200241138,,TDET
TTQLDTDJ030A,TCNTQPM,Teste operativo (TQL) DJ-3K4,MT-S-41202-FT04-DJ-3K4,19/8/2026,19/8/2026,,2200237711,,TDET
TVZPDTDJ000A,TNTVPPM,Teste operativo (VZP) DJ-15K4,MT-S-72110-FT05-DJ-15K4,19/8/2026,19/8/2026,,,,TDET
TGVDDTCH040A,TLEGVPM,Teste operativo (GVD) CH-1M3,MT-S-43604-FL01-CH-1M3,20/8/2026,20/8/2026,,,,TDET
TGVDDTCH041A,TLEGVPM,Teste operativo (GVD) CH-1M5_5T,MT-S-43604-FL01-CH-1M5_5T,20/8/2026,20/8/2026,,,,TDET
TPMNDTCH019A,TCNPMPM,Teste operativo (PMN) CH-4P1,MT-S-41201-FL04-CH-4P1,20/8/2026,20/8/2026,,2200163394,,TDET
TPMNDTCH020A,TCNPMPM,Teste operativo (PMN) CH-4P2,MT-S-41201-FL04-CH-4P2,20/8/2026,20/8/2026,,2200163395,,TDET
TPMNDTCH021A,TCNPMPM,Teste operativo (PMN) CH-4P5_5T,MT-S-41201-FL04-CH-4P5_5T,20/8/2026,20/8/2026,,2200163184,,TDET
TORPDTCH031A,TSEOPPM,Teste operativo (ORP) CH-1K0,MT-S-42507-DMK1-CH-1K0,20/8/2026,20/8/2026,,2200163402,,TDET
TSGTDTDJ002A,TTASGPM,Teste operativo (SGT) DJ-2K4,MT-S-41105-DL02-DJ-2K4,20/8/2026,20/8/2026,,3200019747,,TPSV
TUTMDTDJ000A,TNTTMPM,Teste operativo (UTM) DJ-6K4,MT-S-41211-DM06-DJ-6K4,21/8/2026,21/8/2026,,,,TDET
TUSSDTCH004A,TTASSPM,Teste operativo (USS) CH-3U5_5T,MT-S-41150-DG01-CH-3U5_5T,22/8/2026,24/8/2026,,2200228078,2200228078,TDET
TUSSDTCH003A,TTASSPM,Teste operativo (USS) CH-3U3,MT-S-41150-DG01-CH-3U3,22/8/2026,24/8/2026,,2200228077,2200228077,TDET
TUSSDTCH027A,TTASSPM,Teste operativo (USS) CH-14U3,MT-S-41150-FM14-CH-14U3,22/8/2026,22/8/2026,,2200167569,,TDET
TUSSDTCH028A,TTASSPM,Teste operativo (USS) CH-14U5,MT-S-41150-FM14-CH-14U5,22/8/2026,22/8/2026,,2200167570,,TDET
TCNLDTDJ010A,TSECNPM,Teste operativo (CNL) DJ-1K4,MT-S-42605-DT01-DJ-1K4,22/8/2026,22/8/2026,,2200240445,,TDET
TCNLDTDJ006A,TSECNPM,Teste operativo (CNL) DJ-8K4,MT-S-42605-DL08-DJ-8K4,22/8/2026,22/8/2026,,2200240572,,TDET
TCNLDTRL001A,TSECNPM,Teste operativo (CNL) RL-7F4,MT-S-42605-DD07-RL-7F4,22/8/2026,22/8/2026,,2200239764,,TDET
TUSSDTCH001A,TTASSPM,Teste operativo (USS) CH-1U3,MT-S-41150-DG02-CH-1U3,23/8/2026,24/8/2026,,2200228079,2200228079,TDET
TUSSDTCH002A,TTASSPM,Teste operativo (USS) CH-1U5_5T,MT-S-41150-DG02-CH-1U5_5T,23/8/2026,24/8/2026,,2200228080,2200228080,TDET
TUSSDTCH019A,TTASSPM,Teste operativo (USS) CH-2U3,MT-S-41150-FM02-CH-2U3,23/8/2026,24/8/2026,,2200228563,2200228563,TDET
TUSSDTCH020A,TTASSPM,Teste operativo (USS) CH-2U5,MT-S-41150-FM02-CH-2U5,23/8/2026,24/8/2026,,2200228564,2200228564,TDET
TUSSDTCH009A,TTASSPM,Teste operativo (USS) CH-7U3,MT-S-41150-DG04-CH-7U3,23/8/2026,23/8/2026,,2200170799,,TDET
TUSSDTCH010A,TTASSPM,Teste operativo (USS) CH-7U5_5T,MT-S-41150-DG04-CH-7U5_5T,23/8/2026,23/8/2026,,2200170800,,TDET
TIBADTCH032A,TLEIBPM,Teste operativo (IBA) CH-9M3,MT-S-42503-DL09-CH-9M3,23/8/2026,23/8/2026,,2200163871,,TDET
TIBADTCH033A,TLEIBPM,Teste operativo (IBA) CH-9M5_5T,MT-S-42503-DL09-CH-9M5_5T,23/8/2026,23/8/2026,,2200163872,,TDET
TMQTDTCH052A,TLEMQPM,Teste operativo (MQT) CH-10FT10,MT-S-41102-FS01-CH-10FT10,23/8/2026,23/8/2026,,2200163036,,TDET
TMQTDTCH053A,TLEMQPM,Teste operativo (MQT) CH-11FT10,MT-S-41102-FS01-CH-11FT10,23/8/2026,23/8/2026,,2200163032,,TDET
TMQTDTCH054A,TLEMQPM,Teste operativo (MQT) CH-13FCS1,MT-S-41102-FS01-CH-13FCS1,23/8/2026,23/8/2026,,2200163033,,TDET
TCNLDTDJ008A,TSECNPM,Teste operativo (CNL) DJ-12K4,MT-S-42605-DL12-DJ-12K4,23/8/2026,23/8/2026,,2200241851,,TDET
TORPDTDJ004A,TSEOPPM,Teste operativo (ORP) DJ-10K4,MT-S-42507-DL10-DJ-10K4,23/8/2026,23/8/2026,,2200240872,,TDET
TORPDTDJ006A,TSEOPPM,Teste operativo (ORP) DJ-12K4,MT-S-42507-DL12-DJ-12K4,23/8/2026,23/8/2026,,2200240780,,TDET
TORPDTDJ008A,TSEOPPM,Teste operativo (ORP) DJ-8K4,MT-S-42507-DM08-DJ-8K4,23/8/2026,23/8/2026,,2200240875,,TDET
TORPDTDJ015A,TSEOPPM,Teste operativo (ORP) DJ-3P4,MT-S-42507-FL02-DJ-3P4,23/8/2026,23/8/2026,,2200240782,,TDET
TORPDTDJ009A,TSEOPPM,Teste operativo (ORP) DJ-5F4,MT-S-42507-FE01-DJ-5F4,23/8/2026,23/8/2026,,2200240781,,TDET
TSNDDTDJ010A,TSEJFPM,Teste operativo (SND) DJ-3P4,MT-S-70096-FL03-DJ-3P4,23/8/2026,23/8/2026,,2200238572,,TDET
TCNLDTRL008A,TSECNPM,Teste operativo (CNL) RL-21F4,MT-S-42605-DD21-RL-21F4,23/8/2026,23/8/2026,,2200239768,,TDET
TJFADTDJ015A,TSEJFPM,Teste operativo (JFA) DJ-7K4,MT-S-71113-DL07-DJ-7K4,24/8/2026,24/8/2026,,2200235589,,TDET
TJFADTDJ031A,TSEJFPM,Teste operativo (JFA) DJ-10K4,MT-S-71113-FT06-DJ-10K4,24/8/2026,24/8/2026,,2200211835,,TDET
TORPDTDJ013A,TSEOPPM,Teste operativo (ORP) DJ-1P4,MT-S-42507-FL01-DJ-1P4,24/8/2026,24/8/2026,,2200242566,,TDET
TNLSDTDJ002A,TSEOPPM,Teste operativo (NLS) DJ-9P4,MT-S-70178-FL09-DJ-9P4,24/8/2026,24/8/2026,,2200242268,,TDET
TPMNDTDJ007A,TCNPMPM,Teste operativo (PMN) DJ-5P4,MT-S-41201-FL05-DJ-5P4,25/8/2026,25/8/2026,,2200251919,,TDET
TRBSDTDJ013A,TCNRBPM,Teste operativo (RBS) DJ-17K4,MT-S-41203-DL17-DJ-17K4,25/8/2026,25/8/2026,,2200242509,,TDET
TTQLDTDJ040A,TCNTQPM,Teste operativo (TQL) DJ-1K4,MT-S-41202-DM01-DJ-1K4,25/8/2026,25/8/2026,,2200241082,,TDET
TUTMDTDJ005A,TNTTMPM,Teste operativo (UTM) DJ-9K4,MT-S-41211-DL09-DJ-9K4,26/8/2026,26/8/2026,,2200237571,,TDET
TUNPDTDJ002A,TTANPPM,Teste operativo (UNP) DJ-9U4,MT-S-40327-FL09-DJ-9U4,26/8/2026,26/8/2026,,2200244031,,TDET
TIIGDTDJ000A,TLEIPPM,Teste operativo (IIG) DJ-3K4,MT-S-41401-DM03-DJ-3K4,26/8/2026,26/8/2026,,2200238908,,TDET
TSGPDTDJ024A,TCNSGPM,Teste operativo (SGP) DJ-7U4,MT-S-41107-FM07-DJ-7U4,26/8/2026,26/8/2026,,2200239088,,TDET
TIIGDTDJ020A,TLEIPPM,Teste operativo (IIG) DJ-60F4,MT-S-41401-INCA-DJ-60F4,26/8/2026,26/8/2026,,2200238909,,TDET
TUJGDTDJ017A,TTAJGPM,Teste operativo (UJG) DJ-11U4,MT-S-41101-FL11-DJ-11U4,26/8/2026,26/8/2026,,2200249401,,TDET
TUJGDTDJ039A,TTAJGPM,Teste operativo (UJG) DJ-12U4,MT-S-41101-FL11-DJ-12U4,26/8/2026,26/8/2026,,2200249120,,TDET
TIJADTDJ010A,TSEIJPM,Teste operativo (IJA) DJ-8U4,MT-S-40313-FM08-DJ-8U4,26/8/2026,26/8/2026,,2200238948,,TDET
TIIGDTCH013A,TLEIPPM,Teste operativo (IIG) CH-1M1,MT-S-41401-FL01-CH-1M1,27/8/2026,27/8/2026,,2200149654,,TDET
TCNLDTDJ003A,TSECNPM,Teste operativo (CNL) DJ-4K4,MT-S-42605-DL04-DJ-4K4,28/8/2026,28/8/2026,,2200239052,,TDET
TCNLDTDJ017A,TSECNPM,Teste operativo (CNL) DJ-3P4,MT-S-42605-FL03-DJ-3P4,28/8/2026,28/8/2026,,2200238848,,TDET
TJCBDTDJ004A,TSECNPM,Teste operativo (JCB) DJ-5P4,MT-S-70157-FM05-DJ-5P4,28/8/2026,28/8/2026,,2200240291,,TDET
TJCBDTDJ001A,TSECNPM,Teste operativo (JCB) DJ-6P4,MT-S-70157-FL06-DJ-6P4,28/8/2026,28/8/2026,,2200240290,,TDET
TIIGDTDJ021A,TLEIPPM,Teste operativo (IIG) DJ-8M4,MT-S-41401-FT04-DJ-8M4,29/8/2026,29/8/2026,,,,TDET
TORPDTCH011A,TSEOPPM,Teste operativo (ORP) CH-9K5_5T,MT-S-42507-DL09-CH-9K5_5T,30/8/2026,30/8/2026,,2200163172,,TDET
TORPDTCH012A,TSEOPPM,Teste operativo (ORP) CH-9K6,MT-S-42507-DL09-CH-9K6,30/8/2026,30/8/2026,,2200163169,,TDET
TIUGDTDJ005A,TSEBAPM,Teste operativo (IUG) DJ-2K4,MT-S-41207-DD02-DJ-2K4,30/8/2026,30/8/2026,,2200239776,,TDET
TIUGDTDJ004A,TSEBAPM,Teste operativo (IUG) DJ-7K4,MT-S-41207-DL07-DJ-7K4,30/8/2026,30/8/2026,,2200239775,,TDET
TBCADTDJ012A,TSEBAPM,Teste operativo (BCA) DJ-2P4,MT-S-41205-FT01-DJ-2P4,30/8/2026,30/8/2026,,2200238907,,TDET
